booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
108,57801,Cancelled,23-01-2022,24-01-2022,1,161,2088,460,22-01-2022
148,71338,Stayed,22-01-2022,23-01-2022,1,83,2404,508,22-01-2022
611,71922,Stayed,24-01-2022,25-01-2022,2,653,4027,853,22-01-2022
257,73708,Stayed,24-01-2022,25-01-2022,1,883,3588,759,22-01-2022
35,112916,Stayed,26-01-2022,28-01-2022,1,232,7093,1500,22-01-2022
867,132447,Stayed,24-01-2022,25-01-2022,2,267,11177,2459,22-01-2022
580,134836,Stayed,25-01-2022,26-01-2022,1,16,2729,578,22-01-2022
341,137366,Stayed,22-01-2022,23-01-2022,1,296,3314,842,22-01-2022
944,140493,No Show,22-01-2022,23-01-2022,1,162,2659,562,22-01-2022
945,140493,No Show,22-01-2022,23-01-2022,2,162,5317,1125,22-01-2022
914,141064,Cancelled,23-01-2022,24-01-2022,1,59,2209,468,22-01-2022
154,155955,Cancelled,22-01-2022,23-01-2022,1,874,1884,479,22-01-2022
256,163562,Stayed,26-01-2022,27-01-2022,1,883,3588,759,22-01-2022
547,165031,Stayed,22-01-2022,23-01-2022,1,13,1819,385,22-01-2022
750,195338,Stayed,23-01-2022,24-01-2022,1,522,2144,453,22-01-2022
160,197635,Stayed,23-01-2022,25-01-2022,1,408,3897,857,22-01-2022
452,198590,Stayed,22-01-2022,23-01-2022,1,74,2144,453,22-01-2022
66,6014,Stayed,24-01-2022,25-01-2022,1,402,1754,446,23-01-2022
395,7971,Cancelled,24-01-2022,25-01-2022,1,350,2859,605,23-01-2022
678,9671,Stayed,25-01-2022,27-01-2022,1,77,4324,915,23-01-2022
323,13209,Cancelled,24-01-2022,25-01-2022,1,817,4939,1045,23-01-2022
88,13402,Stayed,24-01-2022,26-01-2022,1,382,6562,1665,23-01-2022
521,21854,Cancelled,28-01-2022,29-01-2022,1,305,2339,495,23-01-2022
645,25479,Cancelled,23-01-2022,24-01-2022,1,50,2729,578,23-01-2022
167,26072,Stayed,23-01-2022,25-01-2022,1,353,3897,857,23-01-2022
417,30995,Cancelled,27-01-2022,28-01-2022,1,380,2404,611,23-01-2022
22,42387,Stayed,24-01-2022,25-01-2022,1,88,2474,524,23-01-2022
631,52787,Stayed,24-01-2022,25-01-2022,1,346,1754,446,23-01-2022
772,66828,Cancelled,20-02-2022,21-02-2022,1,998,4744,1205,23-01-2022
85,69750,Cancelled,24-01-2022,25-01-2022,1,56,3314,701,23-01-2022
774,72025,Stayed,23-01-2022,24-01-2022,1,877,2534,536,23-01-2022
543,78628,Stayed,23-01-2022,24-01-2022,1,449,2206,466,23-01-2022
721,78900,Stayed,23-01-2022,24-01-2022,1,417,2133,451,23-01-2022
79,83841,Stayed,25-01-2022,27-01-2022,1,245,4131,1048,23-01-2022
106,83841,Cancelled,25-01-2022,30-01-2022,1,161,8964,1896,23-01-2022
316,83896,Stayed,25-01-2022,26-01-2022,1,428,5849,1238,23-01-2022
142,92482,Stayed,23-01-2022,24-01-2022,1,251,2404,508,23-01-2022
687,101625,Stayed,23-01-2022,24-01-2022,1,364,1819,385,23-01-2022
237,133250,Stayed,24-01-2022,25-01-2022,1,315,3054,646,23-01-2022
630,150771,Cancelled,26-01-2022,27-01-2022,1,346,2599,550,23-01-2022
794,153931,Cancelled,24-01-2022,25-01-2022,1,704,2079,440,23-01-2022
817,158040,Cancelled,29-01-2022,30-01-2022,2,665,6107,1343,23-01-2022
6,170766,Cancelled,26-01-2022,29-01-2022,1,252,9614,2441,23-01-2022
326,172055,Stayed,23-01-2022,24-01-2022,1,439,3509,743,23-01-2022
950,173243,Cancelled,02-02-2022,03-02-2022,1,203,3184,1045,23-01-2022
714,189769,Stayed,23-01-2022,27-01-2022,1,417,9365,1981,23-01-2022
103,190136,Cancelled,25-01-2022,26-01-2022,1,86,1606,340,23-01-2022
247,194263,Stayed,23-01-2022,24-01-2022,1,557,2079,440,23-01-2022
661,220,Cancelled,25-01-2022,26-01-2022,1,241,1689,358,24-01-2022
644,4043,Cancelled,25-01-2022,26-01-2022,1,50,2729,578,24-01-2022
556,7970,Stayed,25-01-2022,26-01-2022,1,207,1819,385,24-01-2022
498,9133,Cancelled,26-01-2022,27-01-2022,1,33,2404,508,24-01-2022
163,11342,Cancelled,26-01-2022,29-01-2022,1,554,7925,1676,24-01-2022
537,16287,Stayed,24-01-2022,25-01-2022,1,449,2192,464,24-01-2022
535,19130,Stayed,24-01-2022,26-01-2022,1,449,3812,838,24-01-2022
533,22963,Stayed,25-01-2022,26-01-2022,1,463,2014,426,24-01-2022
897,23705,Stayed,24-01-2022,26-01-2022,1,325,7472,1581,24-01-2022
841,27291,Stayed,24-01-2022,25-01-2022,1,373,2729,578,24-01-2022
221,29684,Cancelled,28-01-2022,29-01-2022,1,299,5134,1086,24-01-2022
112,32390,Stayed,27-01-2022,30-01-2022,1,760,13256,2916,24-01-2022
122,38109,Cancelled,24-01-2022,25-01-2022,1,154,1212,308,24-01-2022
258,40182,Stayed,24-01-2022,25-01-2022,1,883,3588,759,24-01-2022
156,42304,Cancelled,26-01-2022,29-01-2022,1,244,7406,1566,24-01-2022
626,42741,Stayed,25-01-2022,27-01-2022,1,346,5132,1086,24-01-2022
632,42741,Cancelled,25-01-2022,26-01-2022,1,346,2534,536,24-01-2022
555,60132,Stayed,25-01-2022,26-01-2022,2,207,4157,1055,24-01-2022
144,65660,Stayed,25-01-2022,26-01-2022,1,975,1689,372,24-01-2022
883,97046,Cancelled,10-03-2022,11-03-2022,1,188,3184,673,24-01-2022
677,97164,Stayed,26-01-2022,27-01-2022,1,77,2276,482,24-01-2022
143,133399,Stayed,25-01-2022,29-01-2022,1,975,9292,2044,24-01-2022
790,134588,No Show,24-01-2022,25-01-2022,1,979,2989,759,24-01-2022
176,137492,Stayed,24-01-2022,25-01-2022,1,820,2339,495,24-01-2022
863,151818,Stayed,25-01-2022,26-01-2022,1,226,2274,0,24-01-2022
581,165303,Stayed,24-01-2022,25-01-2022,1,16,2599,550,24-01-2022
7,182276,Stayed,24-01-2022,25-01-2022,1,252,1980,436,24-01-2022
141,197674,Cancelled,26-01-2022,27-01-2022,1,251,2794,591,24-01-2022
660,220,Stayed,25-01-2022,26-01-2022,1,241,1754,371,25-01-2022
546,765,Stayed,26-01-2022,27-01-2022,1,13,1949,578,25-01-2022
500,1864,Stayed,25-01-2022,26-01-2022,1,33,1754,371,25-01-2022
356,2827,Stayed,08-02-2022,10-02-2022,1,93,4157,880,25-01-2022
962,3424,Stayed,25-01-2022,26-01-2022,1,574,2599,550,25-01-2022
273,3585,Cancelled,27-01-2022,28-01-2022,1,473,2729,578,25-01-2022
285,19017,Stayed,25-01-2022,26-01-2022,1,397,4289,908,25-01-2022
254,19531,Cancelled,26-01-2022,28-01-2022,1,132,10787,2738,25-01-2022
201,29563,Stayed,27-02-2022,03-03-2022,1,627,6776,1433,25-01-2022
668,29627,No Show,25-01-2022,26-01-2022,1,239,2053,435,25-01-2022
669,29627,No Show,25-01-2022,26-01-2022,1,239,2053,435,25-01-2022
670,29627,Stayed,25-01-2022,26-01-2022,1,239,2053,435,25-01-2022
220,29684,Cancelled,28-01-2022,29-01-2022,1,299,4484,948,25-01-2022
659,30999,Stayed,27-01-2022,28-01-2022,1,241,1949,413,25-01-2022
253,34712,Stayed,25-01-2022,26-01-2022,1,132,3899,825,25-01-2022
595,44291,Cancelled,25-01-2022,26-01-2022,1,399,2144,545,25-01-2022
629,44291,Cancelled,25-01-2022,26-01-2022,1,346,1754,446,25-01-2022
348,45412,Cancelled,25-01-2022,26-01-2022,1,331,2534,536,25-01-2022
300,48615,Stayed,04-02-2022,05-02-2022,1,73,3314,701,25-01-2022
536,50869,Cancelled,26-01-2022,27-01-2022,1,449,2192,464,25-01-2022
3,55271,Stayed,25-01-2022,26-01-2022,1,252,2188,463,25-01-2022
51,71382,Stayed,31-01-2022,02-02-2022,1,486,4872,1071,25-01-2022
676,75928,Cancelled,28-01-2022,29-01-2022,1,77,2387,505,25-01-2022
114,85555,Cancelled,11-02-2022,19-02-2022,1,597,22870,5031,25-01-2022
126,91702,Stayed,26-01-2022,27-01-2022,1,84,2794,591,25-01-2022
628,106973,Cancelled,25-01-2022,26-01-2022,1,346,2209,486,25-01-2022
99,107105,Stayed,26-01-2022,28-01-2022,1,86,4488,1140,25-01-2022
331,111098,Stayed,25-01-2022,26-01-2022,1,301,2664,563,25-01-2022
9,122584,Stayed,06-02-2022,08-02-2022,1,571,10397,2200,25-01-2022
70,130034,Cancelled,07-02-2022,09-02-2022,1,107,7797,1979,25-01-2022
211,137078,Cancelled,31-01-2022,02-02-2022,1,359,4742,1043,25-01-2022
625,150771,Cancelled,02-02-2022,03-02-2022,1,346,2274,481,25-01-2022
276,160469,Cancelled,25-01-2022,26-01-2022,1,473,2014,853,25-01-2022
5,170766,Cancelled,26-01-2022,28-01-2022,1,252,6107,1293,25-01-2022
865,179662,Cancelled,03-02-2022,04-02-2022,1,540,3964,872,25-01-2022
389,179988,Cancelled,08-02-2022,09-02-2022,1,114,5654,1196,25-01-2022
215,181249,Stayed,25-01-2022,26-01-2022,1,220,1429,303,25-01-2022
274,182493,No Show,26-01-2022,27-01-2022,1,473,2469,523,25-01-2022
815,183351,Stayed,25-01-2022,26-01-2022,4,862,8528,1877,25-01-2022
734,189288,Stayed,25-01-2022,26-01-2022,1,365,1559,0,25-01-2022
140,197674,Stayed,26-01-2022,27-01-2022,1,251,2469,523,25-01-2022
861,2202,Stayed,17-02-2022,19-02-2022,1,226,6367,0,26-01-2022
862,2202,Stayed,18-02-2022,19-02-2022,3,226,9551,0,26-01-2022
497,7731,Cancelled,29-01-2022,30-01-2022,1,33,1949,413,26-01-2022
554,10453,Stayed,26-01-2022,28-01-2022,1,207,3637,800,26-01-2022
162,11342,Stayed,26-01-2022,28-01-2022,1,554,5067,1073,26-01-2022
492,14601,Stayed,04-02-2022,05-02-2022,1,33,1949,413,26-01-2022
757,16566,Cancelled,28-01-2022,31-01-2022,1,323,6755,1429,26-01-2022
49,17344,Stayed,09-02-2022,11-02-2022,1,486,4352,921,26-01-2022
709,18226,Cancelled,26-01-2022,30-01-2022,1,448,10135,2144,26-01-2022
496,19536,Stayed,27-01-2022,28-01-2022,1,33,2404,508,26-01-2022
758,26820,No Show,26-01-2022,27-01-2022,1,323,2274,481,26-01-2022
576,32837,No Show,26-01-2022,27-01-2022,1,629,2144,453,26-01-2022
347,45412,Stayed,26-01-2022,27-01-2022,1,331,2794,591,26-01-2022
450,55143,Stayed,26-01-2022,27-01-2022,1,74,2924,618,26-01-2022
499,61311,Cancelled,26-01-2022,27-01-2022,1,33,2404,508,26-01-2022
826,63819,Cancelled,27-01-2022,29-01-2022,1,932,4547,963,26-01-2022
911,67743,Cancelled,27-01-2022,28-01-2022,1,59,2144,545,26-01-2022
65,78645,Cancelled,28-02-2022,01-03-2022,1,402,2469,523,26-01-2022
36,78646,Stayed,27-01-2022,28-01-2022,1,232,2903,614,26-01-2022
851,82240,Cancelled,01-02-2022,04-02-2022,1,235,10397,2200,26-01-2022
407,85351,Stayed,27-01-2022,29-01-2022,1,960,3684,811,26-01-2022
848,87662,Stayed,17-02-2022,19-02-2022,1,750,5977,1517,26-01-2022
275,100201,Cancelled,26-01-2022,27-01-2022,1,473,2014,426,26-01-2022
80,101925,Cancelled,28-01-2022,03-02-2022,1,245,12667,2680,26-01-2022
932,108885,No Show,28-01-2022,29-01-2022,1,162,3563,754,26-01-2022
610,127446,Stayed,26-01-2022,27-01-2022,1,653,2599,660,26-01-2022
769,137548,Stayed,27-01-2022,28-01-2022,1,505,2469,543,26-01-2022
902,137974,Stayed,26-01-2022,27-01-2022,1,261,2144,453,26-01-2022
627,150771,Stayed,26-01-2022,27-01-2022,1,346,2274,481,26-01-2022
383,155124,No Show,26-01-2022,28-01-2022,1,135,5587,1183,26-01-2022
384,155124,Cancelled,27-01-2022,28-01-2022,1,135,3054,776,26-01-2022
390,155124,Cancelled,26-01-2022,27-01-2022,1,114,3639,924,26-01-2022
307,158276,Stayed,27-01-2022,28-01-2022,1,229,4549,963,26-01-2022
854,162220,Stayed,26-01-2022,27-01-2022,1,235,3985,1012,26-01-2022
823,168301,Stayed,26-01-2022,27-01-2022,1,514,2404,508,26-01-2022
4,170766,Cancelled,26-01-2022,27-01-2022,1,252,3054,646,26-01-2022
219,6513,Stayed,27-01-2022,28-01-2022,1,299,2924,618,27-01-2022
322,7971,Cancelled,27-01-2022,28-01-2022,1,357,3574,756,27-01-2022
325,7971,Stayed,27-01-2022,28-01-2022,1,439,3314,701,27-01-2022
708,8244,Stayed,27-01-2022,28-01-2022,1,448,1949,495,27-01-2022
473,13951,Stayed,28-01-2022,29-01-2022,1,29,2014,426,27-01-2022
587,17641,Stayed,29-01-2022,30-01-2022,1,955,1884,415,27-01-2022
393,21595,Stayed,27-01-2022,28-01-2022,1,350,2729,578,27-01-2022
394,21595,Stayed,27-01-2022,28-01-2022,1,350,2729,693,27-01-2022
346,30671,Cancelled,27-01-2022,28-01-2022,1,314,2209,468,27-01-2022
590,33493,No Show,27-01-2022,28-01-2022,1,515,2599,550,27-01-2022
90,35729,Cancelled,27-01-2022,28-01-2022,1,944,2023,428,27-01-2022
91,35729,Cancelled,27-01-2022,28-01-2022,1,944,2509,531,27-01-2022
957,38870,Cancelled,27-01-2022,28-01-2022,1,651,2924,618,27-01-2022
873,43903,Cancelled,27-01-2022,28-01-2022,1,885,1494,329,27-01-2022
766,46167,Cancelled,26-02-2022,28-02-2022,1,996,6757,1430,27-01-2022
2,46268,Cancelled,27-01-2022,28-01-2022,1,252,1893,481,27-01-2022
449,55143,Cancelled,27-01-2022,28-01-2022,1,74,3379,715,27-01-2022
983,56694,Cancelled,27-01-2022,28-01-2022,1,677,2339,495,27-01-2022
853,59546,Stayed,27-01-2022,28-01-2022,1,235,2995,634,27-01-2022
829,63819,Stayed,27-01-2022,29-01-2022,1,124,4402,968,27-01-2022
178,67129,Stayed,08-03-2022,12-03-2022,1,691,7618,1612,27-01-2022
317,68866,Cancelled,03-03-2022,04-03-2022,1,99,6824,1733,27-01-2022
767,69366,No Show,27-01-2022,28-01-2022,2,706,5522,1401,27-01-2022
609,74860,Cancelled,30-01-2022,31-01-2022,1,653,2729,578,27-01-2022
461,107073,Cancelled,28-01-2022,29-01-2022,1,178,2599,550,27-01-2022
374,130844,Cancelled,28-01-2022,29-01-2022,1,716,3704,815,27-01-2022
814,133215,Cancelled,28-01-2022,30-01-2022,1,724,5457,1155,27-01-2022
930,140493,No Show,31-01-2022,01-02-2022,2,162,4446,941,27-01-2022
931,140493,No Show,31-01-2022,01-02-2022,2,162,4446,941,27-01-2022
791,155740,Cancelled,27-01-2022,28-01-2022,1,342,3769,798,27-01-2022
552,165031,Stayed,28-01-2022,29-01-2022,1,13,1949,413,27-01-2022
822,168301,Stayed,27-01-2022,28-01-2022,1,514,2404,508,27-01-2022
50,171463,Stayed,01-02-2022,04-02-2022,1,486,7016,1484,27-01-2022
929,173243,Cancelled,02-02-2022,03-02-2022,1,162,2172,477,27-01-2022
933,173243,Cancelled,16-02-2022,17-02-2022,1,162,3424,725,27-01-2022
208,177755,Stayed,27-01-2022,28-01-2022,1,635,2209,468,27-01-2022
960,180029,Stayed,27-01-2022,28-01-2022,1,574,2404,508,27-01-2022
467,180948,Stayed,27-01-2022,28-01-2022,1,21,1559,330,27-01-2022
520,181839,Stayed,27-01-2022,28-01-2022,1,305,1949,413,27-01-2022
959,192084,Cancelled,28-01-2022,29-01-2022,1,574,3054,646,27-01-2022
961,192084,Cancelled,27-01-2022,28-01-2022,1,574,2404,508,27-01-2022
705,193136,Cancelled,28-01-2022,29-01-2022,1,448,2469,523,27-01-2022
291,14120,Stayed,28-01-2022,29-01-2022,1,170,2274,481,28-01-2022
480,15900,Cancelled,29-01-2022,30-01-2022,1,3,2014,426,28-01-2022
448,20408,Stayed,29-01-2022,30-01-2022,1,74,2534,558,28-01-2022
589,23503,Stayed,28-01-2022,29-01-2022,1,515,2859,605,28-01-2022
218,29684,Stayed,28-01-2022,29-01-2022,1,299,3769,798,28-01-2022
852,59546,Stayed,28-01-2022,29-01-2022,1,235,3466,734,28-01-2022
213,61768,Stayed,28-01-2022,29-01-2022,1,842,2205,485,28-01-2022
214,61768,Cancelled,28-01-2022,29-01-2022,1,842,2014,443,28-01-2022
494,71170,Stayed,29-01-2022,31-01-2022,1,33,2987,758,28-01-2022
1000,71428,Stayed,28-01-2022,29-01-2022,1,736,3899,825,28-01-2022
608,74860,Stayed,30-01-2022,31-01-2022,1,653,2274,481,28-01-2022
44,78914,Stayed,31-01-2022,01-02-2022,1,401,2209,468,28-01-2022
843,89579,Cancelled,28-01-2022,31-01-2022,1,926,12281,2598,28-01-2022
840,101548,Stayed,28-01-2022,29-01-2022,1,373,2404,508,28-01-2022
534,107073,Stayed,28-01-2022,29-01-2022,1,449,2817,596,28-01-2022
217,119565,Stayed,28-01-2022,29-01-2022,1,299,3444,728,28-01-2022
787,136170,Stayed,28-01-2022,29-01-2022,1,703,3184,701,28-01-2022
765,141740,Cancelled,28-01-2022,29-01-2022,1,483,2404,508,28-01-2022
925,151754,Stayed,28-01-2022,29-01-2022,1,324,1884,398,28-01-2022
988,164983,Stayed,28-01-2022,29-01-2022,1,594,2785,590,28-01-2022
10,170174,Cancelled,14-02-2022,16-02-2022,1,571,8967,1898,28-01-2022
994,170174,Cancelled,05-02-2022,06-02-2022,1,751,5069,1073,28-01-2022
324,172055,Stayed,28-01-2022,29-01-2022,1,439,3964,838,28-01-2022
658,191472,Cancelled,29-01-2022,30-01-2022,1,241,1689,358,28-01-2022
553,10453,Stayed,08-02-2022,09-02-2022,1,207,1754,386,29-01-2022
713,15900,Stayed,29-01-2022,30-01-2022,1,417,1732,366,29-01-2022
866,21716,Cancelled,14-02-2022,15-02-2022,1,267,5719,1210,29-01-2022
869,21716,Stayed,09-02-2022,10-02-2022,1,267,5589,1183,29-01-2022
951,31449,Stayed,29-01-2022,30-01-2022,1,203,2469,523,29-01-2022
335,60460,Cancelled,29-01-2022,30-01-2022,1,301,2404,529,29-01-2022
748,62098,Stayed,30-01-2022,31-01-2022,1,522,2144,545,29-01-2022
559,63947,No Show,30-01-2022,31-01-2022,1,207,1494,316,29-01-2022
137,72648,Stayed,31-01-2022,01-02-2022,1,612,1949,413,29-01-2022
839,73042,Stayed,05-02-2022,07-02-2022,1,919,3897,825,29-01-2022
406,101548,Cancelled,29-01-2022,30-01-2022,1,960,1560,330,29-01-2022
986,106210,Stayed,01-02-2022,02-02-2022,1,594,2673,589,29-01-2022
910,137974,Stayed,29-01-2022,30-01-2022,1,59,2079,440,29-01-2022
891,142265,Cancelled,29-01-2022,30-01-2022,1,68,2989,759,29-01-2022
385,150731,Cancelled,23-02-2022,26-02-2022,2,129,26512,6730,29-01-2022
466,162890,Stayed,04-02-2022,05-02-2022,1,21,2469,523,29-01-2022
712,162896,Stayed,13-02-2022,14-02-2022,2,417,3463,762,29-01-2022
330,171359,Stayed,30-01-2022,31-01-2022,1,301,2404,508,29-01-2022
820,177898,Stayed,29-01-2022,30-01-2022,1,514,2339,495,29-01-2022
821,177898,Cancelled,29-01-2022,30-01-2022,1,514,2339,495,29-01-2022
193,189029,Cancelled,30-01-2022,04-02-2022,1,978,29049,6145,29-01-2022
169,192648,Cancelled,30-01-2022,31-01-2022,1,757,3336,706,29-01-2022
527,4595,Stayed,01-02-2022,02-02-2022,1,37,2339,495,30-01-2022
181,8240,Stayed,31-01-2022,13-02-2022,1,691,28882,6109,30-01-2022
528,8861,Stayed,30-01-2022,31-01-2022,1,37,2144,453,30-01-2022
121,13793,Stayed,30-01-2022,31-01-2022,1,154,2339,495,30-01-2022
444,14778,Cancelled,03-03-2022,05-03-2022,1,378,11307,2393,30-01-2022
373,15300,Cancelled,30-01-2022,31-01-2022,1,716,3119,686,30-01-2022
493,19536,Cancelled,01-02-2022,02-02-2022,1,33,1949,413,30-01-2022
579,22963,Cancelled,30-01-2022,31-01-2022,1,440,2079,440,30-01-2022
89,31960,Stayed,30-01-2022,02-02-2022,1,944,7180,1519,30-01-2022
813,32986,Stayed,31-01-2022,01-02-2022,1,724,1559,343,30-01-2022
900,36718,Cancelled,31-01-2022,01-02-2022,1,111,2794,615,30-01-2022
909,37981,Stayed,30-01-2022,31-01-2022,1,59,1754,386,30-01-2022
203,54558,Stayed,31-01-2022,01-02-2022,1,219,1689,358,30-01-2022
584,59877,Stayed,01-02-2022,02-02-2022,1,955,2209,468,30-01-2022
447,69450,Cancelled,31-01-2022,01-02-2022,1,74,1949,413,30-01-2022
233,94377,Stayed,30-01-2022,31-01-2022,1,315,3576,787,30-01-2022
686,99396,Stayed,01-02-2022,02-02-2022,1,364,2144,453,30-01-2022
234,112615,Stayed,30-01-2022,31-01-2022,1,315,2426,514,30-01-2022
235,112615,Stayed,30-01-2022,31-01-2022,1,315,3110,658,30-01-2022
236,112615,Cancelled,30-01-2022,31-01-2022,2,315,6219,1316,30-01-2022
666,114316,Cancelled,13-02-2022,14-02-2022,1,310,2534,536,30-01-2022
667,114316,Cancelled,08-02-2022,09-02-2022,1,310,2274,481,30-01-2022
315,114763,Cancelled,30-01-2022,31-01-2022,1,427,4614,1172,30-01-2022
818,121598,Stayed,04-02-2022,06-02-2022,1,192,6562,1388,30-01-2022
423,126315,Stayed,07-02-2022,10-02-2022,2,391,16372,3601,30-01-2022
987,133740,Stayed,30-01-2022,02-02-2022,1,594,8206,0,30-01-2022
427,136431,Cancelled,30-01-2022,31-01-2022,1,62,1949,413,30-01-2022
183,137438,Cancelled,30-01-2022,01-02-2022,2,691,6698,1474,30-01-2022
216,139865,Cancelled,31-01-2022,01-02-2022,1,299,2664,563,30-01-2022
479,151220,Stayed,30-01-2022,31-01-2022,2,3,3897,989,30-01-2022
440,166643,Cancelled,30-01-2022,31-01-2022,1,233,2664,586,30-01-2022
318,186429,Cancelled,30-01-2022,31-01-2022,1,99,3964,838,30-01-2022
125,195339,No Show,03-02-2022,04-02-2022,1,84,1819,385,30-01-2022
19,3452,Stayed,10-02-2022,12-02-2022,1,88,5977,1265,31-01-2022
272,12255,Cancelled,23-02-2022,26-02-2022,1,473,7601,1608,31-01-2022
747,18009,Cancelled,31-01-2022,01-02-2022,1,522,2014,426,31-01-2022
77,26179,Stayed,03-02-2022,04-02-2022,1,245,2101,444,31-01-2022
616,36818,Stayed,01-02-2022,02-02-2022,2,653,4417,935,31-01-2022
926,44199,Cancelled,01-02-2022,02-02-2022,1,217,2274,578,31-01-2022
981,55090,Stayed,31-01-2022,01-02-2022,1,677,1949,495,31-01-2022
979,61254,Stayed,31-01-2022,01-02-2022,1,677,1949,413,31-01-2022
446,69450,Cancelled,31-01-2022,01-02-2022,1,74,2209,468,31-01-2022
921,71704,Stayed,31-01-2022,01-02-2022,1,670,1754,371,31-01-2022
96,71800,Cancelled,01-02-2022,02-02-2022,1,86,1594,338,31-01-2022
340,90625,Stayed,31-01-2022,01-02-2022,1,296,2079,458,31-01-2022
32,98294,Stayed,31-01-2022,01-02-2022,1,859,1949,413,31-01-2022
958,100536,Cancelled,31-01-2022,01-02-2022,1,574,2404,508,31-01-2022
812,100836,Cancelled,02-02-2022,04-02-2022,1,724,3637,770,31-01-2022
180,100962,Cancelled,02-02-2022,03-02-2022,1,691,2094,443,31-01-2022
405,101548,Cancelled,31-01-2022,01-02-2022,1,960,1560,330,31-01-2022
884,106210,Cancelled,02-02-2022,03-02-2022,1,188,2664,586,31-01-2022
598,108360,Stayed,02-02-2022,03-02-2022,1,848,2534,536,31-01-2022
599,108360,Cancelled,01-02-2022,02-02-2022,1,848,2534,536,31-01-2022
773,109945,Cancelled,01-02-2022,03-02-2022,1,998,7082,1498,31-01-2022
439,122587,Stayed,31-01-2022,01-02-2022,1,233,1949,413,31-01-2022
329,134413,Cancelled,01-02-2022,02-02-2022,1,301,3054,776,31-01-2022
175,137492,Stayed,31-01-2022,01-02-2022,1,820,2079,440,31-01-2022
179,140961,Stayed,31-01-2022,01-02-2022,1,691,2391,607,31-01-2022
182,140961,Cancelled,31-01-2022,01-02-2022,1,691,2391,506,31-01-2022
420,144450,Stayed,10-02-2022,11-02-2022,1,396,3509,743,31-01-2022
472,155186,Stayed,02-02-2022,03-02-2022,1,29,1884,398,31-01-2022
908,179812,Stayed,02-02-2022,03-02-2022,1,59,1819,440,31-01-2022
222,183919,Stayed,31-01-2022,01-02-2022,1,299,2664,586,31-01-2022
842,185389,Stayed,31-01-2022,01-02-2022,1,886,3054,646,31-01-2022
1,189314,Cancelled,04-02-2022,05-02-2022,1,252,3160,669,31-01-2022
878,194812,Cancelled,06-02-2022,08-02-2022,1,800,6822,1500,31-01-2022
1520,13378,Stayed,02-02-2022,03-02-2022,1,523,2404,508,01-02-2022
1130,16603,Cancelled,01-02-2022,02-02-2022,1,894,3314,842,01-02-2022
1122,26389,Stayed,01-02-2022,02-02-2022,1,154,2534,536,01-02-2022
1260,43107,Stayed,01-02-2022,02-02-2022,1,99,4549,963,01-02-2022
1286,45412,Stayed,01-02-2022,02-02-2022,1,331,2274,481,01-02-2022
1897,52680,Stayed,02-02-2022,07-02-2022,1,411,19234,4069,01-02-2022
1548,56894,Stayed,01-02-2022,02-02-2022,1,653,2599,550,01-02-2022
1866,58187,Stayed,03-02-2022,04-02-2022,1,677,2014,426,01-02-2022
1671,61550,Cancelled,04-02-2022,06-02-2022,1,996,6627,1403,01-02-2022
1421,61890,Stayed,01-02-2022,02-02-2022,1,3,1884,415,01-02-2022
1101,71800,Stayed,02-02-2022,03-02-2022,1,86,1386,294,01-02-2022
1864,72253,Cancelled,13-02-2022,14-02-2022,1,677,2599,550,01-02-2022
1133,72648,Stayed,01-02-2022,02-02-2022,1,612,2209,468,01-02-2022
1248,74343,Cancelled,01-02-2022,02-02-2022,1,473,2404,508,01-02-2022
1627,85412,Stayed,01-02-2022,02-02-2022,1,58,2599,550,01-02-2022
1637,86889,Cancelled,18-02-2022,19-02-2022,1,417,1732,366,01-02-2022
1287,90625,Stayed,01-02-2022,02-02-2022,1,331,2404,529,01-02-2022
1329,94413,Stayed,02-02-2022,03-02-2022,1,147,3184,673,01-02-2022
1784,106210,No Show,01-02-2022,02-02-2022,1,188,2664,586,01-02-2022
1098,128997,Stayed,04-02-2022,06-02-2022,1,86,3819,809,01-02-2022
1890,139865,Stayed,01-02-2022,04-02-2022,1,850,14555,3079,01-02-2022
1165,140961,Cancelled,01-03-2022,02-03-2022,1,691,1905,403,01-02-2022
1103,152224,Cancelled,01-02-2022,02-02-2022,1,86,1594,338,01-02-2022
1291,160056,Stayed,02-02-2022,03-02-2022,1,81,2729,578,01-02-2022
1102,160269,Stayed,01-02-2022,02-02-2022,1,86,1594,338,01-02-2022
1680,180438,Cancelled,04-02-2022,05-02-2022,1,703,2989,633,01-02-2022
1893,185526,Stayed,01-02-2022,02-02-2022,1,663,2558,541,01-02-2022
1894,185526,Cancelled,01-02-2022,02-02-2022,1,663,2226,565,01-02-2022
1456,187982,Stayed,03-02-2022,04-02-2022,1,449,2331,513,01-02-2022
1702,197147,Cancelled,03-02-2022,05-02-2022,2,628,8991,2283,01-02-2022
1530,1731,Stayed,02-02-2022,03-02-2022,1,399,1819,385,02-02-2022
1517,10757,Cancelled,04-02-2022,05-02-2022,1,515,3184,673,02-02-2022
1699,16812,Cancelled,07-02-2022,08-02-2022,1,628,1392,295,02-02-2022
1312,20597,Stayed,02-02-2022,05-02-2022,1,135,8576,1887,02-02-2022
1521,21854,Stayed,04-02-2022,05-02-2022,1,523,1689,0,02-02-2022
1731,37171,Stayed,03-02-2022,04-02-2022,1,919,1689,358,02-02-2022
